Artist,Track,URL,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
ヨルシカ,斜陽,https://open.spotify.com/track/2U6mFmBDjaAu6oCCDRpRet,10,70,28.14,22.64,7,197,0.73,-1.09
Travis Japan,Moving Pieces,https://open.spotify.com/track/7z5ntslVYEBFtunuEYA9e5,70,98,56.33,49.92,3,169,-0.25,-2.33
Hey!Say!JUMP,DEAR MY LOVER,https://open.spotify.com/track/6zCa0mAKrk7w4p6lfUnOsS,46,97,59.0,33.45,3,177,0.33,-2.33
IVE,WAVE,https://open.spotify.com/track/2FNgoGLkE4AAOtYkQfiVL4,28,39,34.0,5.57,3,102,-0.17,-2.33
INI,FANFARE,https://open.spotify.com/track/6JGDSdYvFrZA9Ms85czLke,18,99,74.5,37.88,4,298,-0.72,-1.7
AKB48,久しぶりのリップグロス,https://open.spotify.com/track/6aUuSvVGMMHL15v4d2qWie,22,97,50.8,32.93,5,254,0.39,-2.0
IVE,LOVE DIVE,https://open.spotify.com/track/0Q5VnK2DYzRyfqQRJuUtvi,13,93,50.4,26.45,30,1512,-0.05,-1.29
back number,怪盗,https://open.spotify.com/track/10Eyo4juZQFthKqlJgGMdp,11,98,55.56,26.56,36,2000,-0.09,-1.27
結束バンド,ギターと孤独と蒼い惑星,https://open.spotify.com/track/17rhDgnYYryQU4uS71ZxFu,2,42,16.0,17.81,4,64,0.63,-1.76
ENHYPEN,Bite Me,https://open.spotify.com/track/7mpdNiaQvygj2rHoxkzMfa,98,98,81.25,20.73,4,325,-0.63,-1.75
原因は自分にある。,蝋燭,https://open.spotify.com/track/01tA7BkMevxSIlWSbJSCPq,42,42,26.67,13.32,3,80,0.38,-2.33
BE:FIRST,Salvia,https://open.spotify.com/track/0bcTxNXi8c0IUY0PhNYItd,22,60,30.0,26.91,3,90,0.27,-2.33
JIMIN,Like Crazy,https://open.spotify.com/track/3Ua0m0YmEjrMi9XErKcNiR,45,58,37.67,24.83,3,113,-0.27,-2.33
Vaundy,Tokimeki,https://open.spotify.com/track/3ZnVB8pDHr1I1OMvVdJkjR,5,66,29.71,23.46,7,208,0.27,-1.71
IVE,ELEVEN,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr,23,92,52.26,24.77,31,1620,-0.33,-1.09
超特急,NEW WORLD,https://open.spotify.com/track/1gBsjMFWHCkA9nRVYiwwHg,14,26,20.33,6.03,3,61,-0.11,-2.33
8LOOM,君の花になる,https://open.spotify.com/track/6VDqgFHGHZhLWuT5vq0BnM,11,52,24.36,15.4,11,268,0.24,-1.34
ずっと真夜中でいいのに。,残機,https://open.spotify.com/track/1XeOqgzh2fZhmgxnmyiIJ8,10,87,56.5,25.67,12,678,-0.48,-1.32
8LOOM,Come Again,https://open.spotify.com/track/1eHYGHFXcU9famSIBWZL3l,3,52,27.73,20.53,11,305,0.09,-1.94
MAZZEL,Vivid,https://open.spotify.com/track/3DLWNPGL49UvU2cpWtf82O,79,97,66.0,32.91,4,264,-0.46,-1.84
悠馬,カーテン,https://open.spotify.com/track/4CFKfOLJho0WBEdb5CG3JK,76,90,61.67,37.61,3,185,-0.33,-2.33
BUDDiiS,Magic,https://open.spotify.com/track/5gP2Rfv1MAAjCIQs9q8BKH,69,90,72.67,15.82,3,218,0.22,-2.33
平井大,Symphony,https://open.spotify.com/track/4TI7dRixtHok7njiL4CCaI,64,64,37.75,25.82,4,151,-0.27,-1.99
Ado,いばら,https://open.spotify.com/track/3xWRjOUp8oDOByEJbOVh6U,63,63,39.0,22.65,3,117,0.13,-2.33
M!LK,topaz,https://open.spotify.com/track/0qtWWTpKF8HozevnGknFqs,47,68,42.33,28.29,3,127,-0.16,-2.33
Lucky Kilimanjaro,Burning Friday Night,https://open.spotify.com/track/1NlkoYEA1ndLQIKzXTPh9V,16,28,17.0,9.43,5,85,0.04,-2.1
優里,クリスマスイブ,https://open.spotify.com/track/5RvhI1a9QRrUN3Fjm7FIlK,58,84,77.4,10.95,5,387,-1.03,-0.98
NiziU,Blue Moon,https://open.spotify.com/track/6VfMXMW0vm2vKMKzZJXEmN,23,97,55.5,28.1,6,333,0.25,-1.79
BTS,Butter,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB,11,100,76.18,25.29,85,6475,-1.26,0.54
星野源,喜劇,https://open.spotify.com/track/6pllZAdgBf4QTcFUrF3DzL,1,97,70.76,30.9,21,1486,-1.18,-0.07
Stray Kids,LALALALA,https://open.spotify.com/track/79f5CcWzdkkDVD4XAIQgKr,92,92,60.4,29.8,5,302,-0.39,-1.72
BE:FIRST,Glorious,https://open.spotify.com/track/2ygTJvVXqqJpgwKN5HLlps,66,94,58.33,40.05,3,175,-0.18,-2.33
Jung Kook,3D (feat. Jack Harlow),https://open.spotify.com/track/6xGr4tVzpTX99p9Cf0hRRL,63,94,62.92,25.94,12,755,-1.05,0.04
THE RAMPAGE from EXILE TRIBE,片隅,https://open.spotify.com/track/6tX8bDZX6pkGgJYmstBt7q,53,96,59.5,25.63,6,357,-0.07,-1.43
Ado,unravel,https://open.spotify.com/track/3uyiyeKrVPjbMdFGe9sGas,51,51,36.0,19.47,3,108,-0.31,-2.33
IVE,Baddie,https://open.spotify.com/track/7aqsfFKqJFNa2umM4tTLdA,50,80,55.17,20.06,6,331,-0.4,-1.33
あいみょん,あのね,https://open.spotify.com/track/5qozBIpV2RW6EXqtI73Gik,37,79,39.0,28.43,4,156,0.49,-1.84
Vaundy,トドメの一撃 (feat. Cory Wong),https://open.spotify.com/track/7p2X86CP7JrIjbVEsZHU0h,29,79,53.17,19.83,6,319,0.17,-1.88
SEVENTEEN,God of Music,https://open.spotify.com/track/4MTNimMDRyFZv37Thcktwa,14,87,51.0,36.36,4,204,-0.01,-2.37
INI,HANA_花,https://open.spotify.com/track/2SqJxLRWKG93II5lSn0IHq,99,99,74.67,23.12,3,224,0.11,-2.33
JENNIE,You & Me,https://open.spotify.com/track/6xXCn7H2Yl8SDD6jxo5SpN,65,65,41.67,25.77,3,125,-0.16,-2.33
あいみょん,ノット・オーケー,https://open.spotify.com/track/2S163j4vZgYxjsH1f6lDzC,62,62,38.0,27.58,4,152,-0.26,-2.14
しぐれうい,粛聖!! ロリ神レクイエム☆,https://open.spotify.com/track/7jEpM9sB8FZFkMYmK8rtev,58,76,51.5,19.96,4,206,0.13,-2.08
XG,PUPPET SHOW,https://open.spotify.com/track/7sDkXyDikXhpRz715MdiEp,14,38,18.25,14.29,4,73,0.41,-1.84
BUDDiiS,Glow Gold,https://open.spotify.com/track/4kuuJOLOxDcMxgZGJYggPL,44,67,43.67,23.5,3,131,-0.01,-2.33
NewJeans,Cool With You,https://open.spotify.com/track/02wk5BttM0QL38ERjLPQJB,24,58,26.0,21.76,5,130,0.33,-1.75
サザンオールスターズ,盆ギリ恋歌,https://open.spotify.com/track/2kxp3ZUOXssozAGMEXshLO,11,94,44.75,36.39,4,179,0.38,-1.95
Awich,"Bad Bitch 美学 Remix (feat. NENE, LANA, MaRI, AI & YURIYAN RETRIEVER)",https://open.spotify.com/track/0ldJSvsmLivbEDWjMl5K2d,4,14,7.25,5.38,4,29,0.22,-2.12
MISAMO,Do not touch,https://open.spotify.com/track/1w6b63TmaXFk1jhPOY0FkY,2,43,22.8,17.34,5,114,0.06,-2.07
TREASURE,BONA BONA,https://open.spotify.com/track/4xVxddIfF7Up9C5ZpzzP2u,87,87,59.0,25.87,3,177,0.19,-2.33
King Gnu,):阿修羅:(,https://open.spotify.com/track/0jSHwhowInP7AgP9BkWudl,59,59,38.67,17.62,3,116,0.38,-2.33
M!LK,ハピダン,https://open.spotify.com/track/5H46lJuEVJuhJUXBHtMvKa,55,75,45.67,34.95,3,137,-0.25,-2.33
SEKAI NO OWARI,サラバ,https://open.spotify.com/track/6uvfHyztTfI1JxIx8OWkhI,28,37,22.33,18.18,3,67,-0.28,-2.33
BE:FIRST,Bye-Good-Bye,https://open.spotify.com/track/0rPrGZTtScNSRL2jZoooKO,7,100,58.92,31.84,26,1532,-0.25,-1.42
NEWS,四銃士,https://open.spotify.com/track/32lWrWGgANLTZg7isDmMDG,86,86,44.0,36.37,3,132,0.38,-2.33
KinKi Kids,夢を見れば傷つくこともある,https://open.spotify.com/track/5DDp5c0nly4OrXa7wIq7qM,76,99,63.0,43.97,3,189,-0.27,-2.33
西内まりや,Save me,https://open.spotify.com/track/5QGjEWo4OVhw84OyicfGER,75,91,71.62,12.29,8,573,0.17,-1.44
リリィ、さよなら。,フラッシュバック,https://open.spotify.com/track/3XIhc1kgq55uVtMFfTBvdq,68,76,65.67,9.31,6,394,-0.67,-1.0
Anly,太陽に笑え,https://open.spotify.com/track/0LxCWzyccCvRG93tIv08td,66,66,43.0,22.15,5,215,-0.25,-1.9
Dream,ブランケット・スノウ,https://open.spotify.com/track/5g6dWpHPuB60N329pnvmvn,63,92,44.14,26.34,7,309,0.62,-1.13
aiko,プラマイ,https://open.spotify.com/track/2tUUJRRsll2v2zxwLL24m0,61,97,47.33,27.99,6,284,0.74,-1.16
瀧川ありさ,さよならのゆくえ,https://open.spotify.com/track/0n71hr0tSl4WdWAIDg7YVe,42,84,48.0,33.41,3,144,0.17,-2.33
KANA-BOON,talking,https://open.spotify.com/track/134pKGMiu1d9VtEpppCOlX,36,90,56.5,30.97,4,226,0.03,-2.31
西野カナ,A型のうた,https://open.spotify.com/track/2bhUSuU5wDKS870umeZZLW,28,58,31.25,19.55,4,125,0.36,-1.84
MACO,Kiss,https://open.spotify.com/track/5Q6Fhr8c0Pw7HQsYIXh1wJ,26,81,57.75,19.64,8,462,-0.23,-1.62
Kis-My-Ft2,最後もやっぱり君,https://open.spotify.com/track/0vixqVBXCw0U8mzIJkX7OH,13,100,59.33,43.78,3,178,-0.13,-2.33
井上苑子,だいすき。,https://open.spotify.com/track/4p6sXdL7nYdvCw5S7zzKcZ,10,66,40.0,21.61,6,240,-0.05,-1.8
スキマスイッチ,LINE,https://open.spotify.com/track/3EDltrWSBkZAv2EPaQeS9R,9,83,45.0,37.04,3,135,0.05,-2.33
SPYAIR,アイム・ア・ビリーバー,https://open.spotify.com/track/2gVEP5chQzs7pHEemZpMBO,4,96,54.86,29.78,7,384,-0.29,-1.2
MAN WITH A MISSION,Seven Deadly Sins,https://open.spotify.com/track/2s2fORtcrwKwsmC4jNc8mJ,99,99,58.56,33.12,9,527,-0.3,-1.59
クマムシ,あったかいんだからぁ♪,https://open.spotify.com/track/0V3tSGFLS9h2DQg1fSwowT,98,99,79.94,20.32,16,1279,-1.13,0.19
家入レオ,miss you,https://open.spotify.com/track/2jwPPy7ZmQBjAz53KAhaic,97,97,64.56,23.78,9,581,-0.28,-1.41
angela,イグジスト,https://open.spotify.com/track/5rnlTNVbe3g74ep89ar6K1,93,93,52.5,33.67,4,210,0.03,-2.0
chay,あなたに恋をしてみました,https://open.spotify.com/track/5I6WdS2GmBRLjCwHQvGr3s,89,95,66.12,27.88,26,1719,-0.62,-1.03
Dream,こんなにも,https://open.spotify.com/track/2aAY6wx1M3Gz5sAWWfZM9Y,87,87,50.75,39.02,4,203,-0.22,-2.15
ONE OK ROCK,Cry out,https://open.spotify.com/track/1yDQHmQ4uxcC3qrYpd702l,85,85,55.89,33.06,9,503,-0.64,-1.45
荒川ケンタウロス,ハンプティダンプティ,https://open.spotify.com/track/63lt0C70CoTjCQt7PtLmUo,79,86,54.25,33.75,4,217,-0.1,-2.3
miwa,fighting-φ-girls,https://open.spotify.com/track/6zxRrOUEegP6qRUePWgzCT,74,95,68.5,30.92,4,274,-0.57,-1.79
米津玄師,Flowerwall,https://open.spotify.com/track/1hmMuKG0w5DUa6NOTCT119,69,96,66.5,15.94,8,532,0.73,-1.16
GENERATIONS from EXILE TRIBE,Sing it Loud,https://open.spotify.com/track/2jp52sfF09eMzorYRufbrL,68,96,64.67,25.34,6,388,-0.53,-1.13
CHiCO with HoneyWorks,アイのシナリオ,https://open.spotify.com/track/6eltM9Os3VEdgcG5lrsoSH,59,87,45.5,35.38,4,182,0.03,-2.09
GLIM SPANKY,褒めろよ,https://open.spotify.com/track/3KePUInBEIUBmMe96uJVFD,52,81,44.43,30.77,7,311,-0.09,-1.83
椎名林檎,至上の人生,https://open.spotify.com/track/5tzjqvo8z6C99f9V7i6fM7,49,93,58.38,18.39,8,467,0.6,-1.12
OKAMOTO'S,HEADHUNT,https://open.spotify.com/track/3lYCgdvEHTWWpGHcD0Yu7I,48,54,41.0,17.58,3,123,-0.34,-2.33
SCREEN mode,極限Dreamer,https://open.spotify.com/track/45Je9ebLaGXBEObwlAebIg,47,78,42.5,28.86,6,255,0.03,-1.86
三山ひろし,お岩木山,https://open.spotify.com/track/4UZ8g9lmbe4cmw1m3NuGYK,45,45,26.5,14.73,4,106,0.08,-1.88
Czecho No Republic,For You,https://open.spotify.com/track/4Ghadj7kFMjNCCaG2DKfve,41,80,45.67,32.25,3,137,0.14,-2.33
MISIA,白い季節,https://open.spotify.com/track/5ccuRVcoT6trw6wmuMad0W,40,67,37.33,18.92,6,224,0.24,-1.47
JYJ,WAKE ME TONIGHT,https://open.spotify.com/track/1EuWK90SKHWoJBQoGmjr61,36,98,71.5,26.65,4,286,-0.32,-1.96
RIP SLYME,この道を行こう,https://open.spotify.com/track/5jeRRyQ3GSGbhvnqQGwGm8,33,33,23.0,17.32,3,69,-0.38,-2.33
BLUE ENCOUNT,もっと光を,https://open.spotify.com/track/4ccFnBH1rfn2PqIkoFDPou,32,88,52.83,26.59,6,317,0.07,-1.94
AAA,I'll be there,https://open.spotify.com/track/1iFXoTVnk0p7aJNRgl3nhQ,30,86,49.5,25.53,4,198,0.56,-1.84
杜このみ,追分みなと,https://open.spotify.com/track/37CA6i8Eccb4I79ETosFje,25,26,21.33,7.23,3,64,-0.38,-2.33
2PM,Guilty Love,https://open.spotify.com/track/61eST9tXpkj2lpAPsaeGcM,18,100,69.67,44.97,3,209,-0.37,-2.33
GRANRODEO,Punky Funky Love,https://open.spotify.com/track/55WX3RWxRq1g5tIC5K96ZW,13,87,41.33,39.93,3,124,0.35,-2.33
西内まりや,7 WONDERS,https://open.spotify.com/track/4q0t5haSemeVYgabHZDoZA,12,79,46.0,33.51,3,138,-0.03,-2.33
"JO☆STARS〜TOMMY,Coda,JIN〜",ジョジョ その血の記憶〜end of THE WORLD〜,https://open.spotify.com/track/09du1gawpao1iSUlyuMSPL,10,80,42.0,35.38,3,126,0.16,-2.33
きゃりーぱみゅぱみゅ,もんだいガール,https://open.spotify.com/track/7xRgdfWzD67Dat3dgZRd6E,8,99,63.45,28.91,11,698,-0.48,-1.26
Superfly,White Light,https://open.spotify.com/track/2I5HogiujvhwBQY6FctIn5,7,76,51.75,31.08,4,207,-0.58,-1.81
春奈るな,君色シグナル,https://open.spotify.com/track/3wyWRt8myEL5o432jUXioi,4,75,28.25,32.43,4,113,0.59,-1.81
黒木渚,虎視眈々と淡々と,https://open.spotify.com/track/6UH6bx76Dnzg6Dt2tYnQjH,3,86,39.4,34.62,5,197,0.28,-2.01
indigo la End,夜汽車は走る,https://open.spotify.com/track/34VDqFr1YtQ4bnjttqflx2,1,50,22.25,20.37,4,89,0.35,-1.84
B'z,RED,https://open.spotify.com/track/3NHCDPORyUIMf1aUdjvm9z,97,100,68.4,30.04,10,684,-0.73,-0.87
Shiggy Jr.,サマータイムラブ,https://open.spotify.com/track/0Ajp9JmjLoEAIWgCggbUB6,92,99,81.57,15.59,7,571,-0.58,-1.07
back number,SISTER,https://open.spotify.com/track/1ZmiUiQn7Q2qEKLlIznoXZ,85,96,62.85,30.08,13,817,-0.51,-1.4
AKB48,僕たちは戦わない,https://open.spotify.com/track/5Fl6ogf1DZjFejXajVVhbe,81,100,69.25,32.55,12,831,-0.88,-0.81
Crystal Kay,君がいたから,https://open.spotify.com/track/1CkikxArOSbSJnH3KQr1yX,78,80,55.56,26.27,9,500,-0.6,-1.31
[Alexandros],Famous Day,https://open.spotify.com/track/5gnjmp84cSXjb3ypNbCemh,76,76,42.33,35.08,3,127,-0.08,-2.33
AAA,Flavor of kiss,https://open.spotify.com/track/5LWwf328vqWjQD0Ih1jRQs,71,90,69.5,21.21,4,278,-0.44,-1.84
EXO,LOVE ME RIGHT,https://open.spotify.com/track/1kFevEv3s7Gf6o5xSDR5DL,68,68,47.0,35.51,3,141,-0.38,-2.33
秦基博,水彩の月,https://open.spotify.com/track/42zmscbfPXL2xnQgPTMBw4,67,95,48.14,36.59,7,337,0.0,-2.0
Silent Siren,ハピマリ,https://open.spotify.com/track/7LnzLnTzfiO665yj3ZhWwC,65,92,41.33,33.04,6,248,0.37,-1.78
UVERworld,僕の言葉ではない これは僕達の言葉,https://open.spotify.com/track/0StkLk0MA1i4kcUozLLxKl,63,98,61.0,30.25,8,488,-0.49,-0.99
RADWIMPS,ピクニック,https://open.spotify.com/track/65un0JXPmi6Xqkr3O61pSS,62,87,50.5,30.01,4,202,0.15,-2.15
嵐,青空の下、キミのとなり,https://open.spotify.com/track/7keyH84kNCdYq6LVRMni3Z,61,100,53.06,30.56,16,849,0.02,-1.46
NEWS,チュムチュム,https://open.spotify.com/track/0L6o9uxe9pvziMm8YtrVYQ,60,100,64.17,34.76,6,385,-0.34,-1.8
MACO,LOVE,https://open.spotify.com/track/78zFq2yIbPsg8kttGuCNoi,49,88,48.06,27.17,16,769,-0.15,-1.5
androp,Yeah! Yeah! Yeah!,https://open.spotify.com/track/2ypjePnhgsOIxMyofaLoNb,42,47,37.5,8.43,4,150,0.07,-2.27
AAA,アシタノヒカリ,https://open.spotify.com/track/6944bxEkcgfcTufSbr9Sir,41,86,54.0,26.43,6,324,-0.28,-1.62
グッドモーニングアメリカ,コピペ,https://open.spotify.com/track/6aKf45vZl7TpIAhjEOaOtb,40,63,38.0,26.06,3,114,-0.08,-2.33
Aimer(エメ),Brave Shine,https://open.spotify.com/track/46YSff2Rq1ZtN1YVk5cwbZ,39,97,53.8,29.94,5,269,0.39,-1.88
GReeeeN,夏の音,https://open.spotify.com/track/5uO74CNzyRXrlaAUbnSjLJ,22,68,33.0,31.0,3,99,0.31,-2.33
KANA-BOON,なんでもねだり,https://open.spotify.com/track/3elKMVtpqQ0CvgbfzrWd6R,19,97,53.0,28.6,10,530,-0.03,-1.57
ナオト・インティライミ,いつかきっと,https://open.spotify.com/track/36xITn5ejtSN14zKaBrrKT,18,98,51.58,33.4,12,619,0.06,-1.75
いきものがかり,あなた,https://open.spotify.com/track/3lpYqf2xnhl0Kxgi2qV2VI,13,98,49.7,33.25,10,497,0.09,-1.82
TUBE,SUMMER TIME,https://open.spotify.com/track/5qJkNllo9TRz1AX2GO3103,11,86,49.33,37.53,3,148,-0.04,-2.33
Mr.Children,未完,https://open.spotify.com/track/0lXrKeeEkBTAi7GFF5NZRa,8,85,57.6,30.12,5,288,-0.68,-1.35
SEKAI NO OWARI,ANTI-HERO,https://open.spotify.com/track/0FiH6w5v75crfWUrSnX0Ge,99,99,72.33,27.45,15,1085,-1.1,-0.08
AAA,LOVER,https://open.spotify.com/track/58ia3PaHfpq6ggLrFKc4It,98,98,68.64,23.66,11,755,-0.76,0.06
乃木坂46,太陽ノック,https://open.spotify.com/track/5eDvZAip7hyk4zfCx9VgdU,95,100,62.6,24.19,10,626,0.16,-1.46
Dream Ami,ドレスを脱いだシンデレラ,https://open.spotify.com/track/40aTWMrGS0aK0go6RkkKO3,94,94,65.8,17.41,5,329,0.58,-1.34
JUJU,PLAYBACK,https://open.spotify.com/track/1ZQm54xFIPpy9s4mKJth2B,90,97,64.23,26.96,13,835,-0.34,-1.3
大原櫻子,真夏の太陽,https://open.spotify.com/track/3SqD1mz7NHfIpTh6DORveV,89,95,66.36,21.18,14,929,-0.53,-0.92
水樹奈々,Exterminate,https://open.spotify.com/track/784dXexnlIhAJyZ4M5F7yp,87,99,51.4,42.82,5,257,-0.05,-2.12
学園生活部,ふ・れ・ん・ど・し・た・い,https://open.spotify.com/track/70F5b3xdEDseBuANiHm02N,84,84,38.25,34.63,4,153,0.3,-1.98
Superfly,On Your Side,https://open.spotify.com/track/656cRvXoLSQZWQ2FrzOCcD,78,79,54.67,28.02,6,328,-0.84,-0.9
NMB48,ドリアン少年,https://open.spotify.com/track/0tkxAkzAGnGdUkdIMeIex3,69,99,66.5,26.26,6,399,-0.15,-1.9
CHiCO with HoneyWorks,プライド革命,https://open.spotify.com/track/2UfQ8bejhARFxIOUCScLsD,68,92,53.31,26.27,13,693,-0.34,-1.27
μ's,僕たちはひとつの光,https://open.spotify.com/track/005NUwN5Mnre7uZ0KkQCaG,65,100,60.4,36.25,5,302,-0.14,-2.04
少女時代,PARTY,https://open.spotify.com/track/0uak6K95JcYexDgqHmh5cc,63,91,68.0,25.53,5,340,-0.7,-1.38
SCANDAL,Stamp!,https://open.spotify.com/track/30EJy4s8Q2XalYhPpMlpy6,60,94,40.8,36.66,5,204,0.34,-1.79
Little Glee Monster,人生は一度きり,https://open.spotify.com/track/2BA2GYurCg7bH1j0dydWe1,52,88,61.5,18.57,4,246,0.55,-1.83
μ's,SUNNY DAY SONG,https://open.spotify.com/track/4CPhdSkZKfpjbKwIGTDfH7,51,99,70.2,28.67,5,351,-0.2,-2.01
μ's,Angelic Angel,https://open.spotify.com/track/39URZtdz8fkfaAhNe6BHPB,50,100,70.5,33.22,6,423,-0.63,-1.4
E-girls,Anniversary!!,https://open.spotify.com/track/5OmnPkKZUcHpUioKGCqopr,46,98,57.13,27.47,15,857,-0.01,-1.47
KANA-BOON,ダイバー,https://open.spotify.com/track/7C1Lzlt1bOjNAxKboc9b98,43,93,58.78,24.1,9,529,-0.26,-1.4
DOBERMAN INFINITY,SAY YEAH!!,https://open.spotify.com/track/0ddQqzQFQxf47vUdaCl8rN,36,82,53.67,24.79,3,161,0.35,-2.33
斉藤和義,攻めていこーぜ!,https://open.spotify.com/track/0yZrjRfcmNpAyC8AAy9oLT,23,79,42.83,21.27,6,257,0.65,-1.4
SHISHAMO,熱帯夜,https://open.spotify.com/track/70gfmn0aVr53q6p5ltx6R1,13,59,30.67,24.79,3,92,0.35,-2.33
コアラモード.,Dan Dan Dan,https://open.spotify.com/track/4GwMuBN3jMajZay0w7sLGl,1,69,33.0,36.04,4,132,0.02,-2.41
Perfume,Relax In The City,https://open.spotify.com/track/6AvrTAEOARaQLthsHZOSHZ,99,99,74.88,20.93,8,599,-0.63,-1.08
ももいろクローバーZ,『Z』の誓い,https://open.spotify.com/track/0PEo8PVfGSY3QFJXg4bLxs,96,96,73.33,25.32,3,220,-0.18,-2.33
aiko,夢見る隙間,https://open.spotify.com/track/1FRNY10e5enx868fulDmVm,94,94,59.86,30.08,7,419,-0.62,-1.17
Flower,Blue Sky Blue,https://open.spotify.com/track/59i9Rj7uiqPQC5L1MVMIn9,93,93,68.0,26.42,4,272,-0.17,-2.2
HKT48,12秒,https://open.spotify.com/track/7589aZ7kiqj3KXzCnhlzNZ,85,98,48.67,40.11,6,292,0.06,-2.09
ゆず,OLA!!,https://open.spotify.com/track/5P9oB7xExAKtIlXd7eIfvF,83,99,73.0,18.53,9,657,-0.54,-0.92
AAA,GAME OVER?,https://open.spotify.com/track/5cBlAJwJ7Ct3DJF7ptGfZO,81,81,59.67,18.72,3,179,0.34,-2.33
KEYTALK,桜花爛漫,https://open.spotify.com/track/3b3ao1lhtU9RDVhL7S0LVf,80,80,45.5,29.83,4,182,-0.07,-1.99
RIP SLYME,ピース,https://open.spotify.com/track/47RgLLB5CAyqGVKXttBwYn,79,79,53.6,18.34,5,268,0.24,-1.93
南條愛乃,黄昏のスタアライト,https://open.spotify.com/track/06vbp0KV7PwNsf6vYF6vjD,78,78,39.33,37.55,3,118,0.06,-2.33
三代目 J Soul Brothers from EXILE TRIBE,starting over,https://open.spotify.com/track/0WgitMPZLylhW7Vg81VlmL,77,100,81.0,20.41,4,324,-0.33,-2.02
水樹奈々,Angel Blossom,https://open.spotify.com/track/6ILWA6ll3LiTA9SRhjuFO9,76,96,63.33,40.51,3,190,-0.28,-2.33
乃木坂46,命は美しい,https://open.spotify.com/track/51afGVYj9AmRm9fKTxeS8h,75,100,73.8,27.11,10,738,-1.19,0.32
RHYMESTER,人間交差点,https://open.spotify.com/track/4quZfEoHYE4ORMn9hIaIEZ,69,69,39.25,27.38,4,157,0.07,-2.35
少女時代,Catch Me If You Can,https://open.spotify.com/track/3eZweuTSGC5CWgFSBz5HTi,58,92,51.33,44.38,3,154,-0.15,-2.33
三戸なつめ,前髪切りすぎた,https://open.spotify.com/track/4NoOMVrZnk0tlaDkLrTrxR,38,93,64.0,25.8,5,320,0.13,-2.19
cinema staff,シャドウ,https://open.spotify.com/track/3yGT3b9BAqeBFVxMKOgO4S,34,53,31.33,23.12,3,94,-0.11,-2.33
miwa,360°,https://open.spotify.com/track/3bPpVcXXjnFHWxmPt7LdW9,32,96,57.92,26.36,12,695,-0.51,-0.89
ST☆RISH,マジLOVEレボリューションズ,https://open.spotify.com/track/6elLFD4ycPLSRAbgfwAkwv,30,100,58.8,40.02,5,294,-0.16,-2.05
GENERATIONS from EXILE TRIBE,Evergreen,https://open.spotify.com/track/7d79bhNBYNnoPpoCYx2NXp,29,96,63.33,23.85,6,380,-0.05,-1.62
サザンオールスターズ,アロエ,https://open.spotify.com/track/3VFIQ4mCOtE9urUGLDyCjU,23,98,67.18,32.42,11,739,-0.74,-1.26
スピッツ,雪風,https://open.spotify.com/track/0ifEWtngKmgDymp72We15L,18,85,35.8,28.19,5,179,0.95,-1.08
SKE48,コケティッシュ渋滞中,https://open.spotify.com/track/2yMz7X7neF4x8oqjAS7rGM,12,99,44.25,36.0,8,354,0.38,-1.73
BUMP OF CHICKEN,コロニー,https://open.spotify.com/track/79k9zp9CrvQxYFn1SoPeWv,11,83,58.0,40.73,3,174,-0.38,-2.33
ストレイテナー,The Place Has No Name,https://open.spotify.com/track/6di7Dtvd0ft8KhfdXv6IiP,10,82,35.75,33.83,4,143,0.43,-1.97
Awesome City Club,4月のマーチ,https://open.spotify.com/track/0YxdL5Ntz0M3CqyAycKWXy,2,73,42.5,30.36,4,170,-0.32,-1.94
TRUSTRICK,FLYING FAFNIR,https://open.spotify.com/track/1duXQIOOeeZQCmqv0Caw82,71,92,61.8,34.38,5,309,-0.84,-1.16
凛として時雨,Who What Who What,https://open.spotify.com/track/0FLvllAtJg4ut2u0OiEg4m,66,97,70.25,30.48,4,281,-0.39,-1.98
SEKAI NO OWARI,マーメイドラプソディー,https://open.spotify.com/track/7EBmiPB0VpJ5L8ts6R71TS,59,83,50.67,37.21,3,152,-0.21,-2.33
NEWS,KAGUYA,https://open.spotify.com/track/1S5ji9FWSm9iDXghdAJuR7,58,100,68.4,37.4,5,342,-0.65,-1.49
水樹奈々,エデン,https://open.spotify.com/track/6V7RH9hdoz51ieBd3EgduC,50,99,75.33,24.54,3,226,-0.07,-2.33
KANA-BOON,スノーグローブ,https://open.spotify.com/track/2iP183cNAZ1njYjvm49yAm,45,45,40.0,7.0,3,120,-0.35,-2.33
キュウソネコカミ,GALAXY,https://open.spotify.com/track/1sZo7FJeSTQUuBRwWX955J,44,82,63.75,16.17,4,255,-0.09,-2.03
Rihwa,Snowing Day,https://open.spotify.com/track/4HPiAx94NF1eCgj0sHeCbF,37,79,52.67,22.94,3,158,0.36,-2.33
Silent Siren,KAKUMEI,https://open.spotify.com/track/5AGTR3NZcFEfiZn9rmJtCs,19,89,51.33,27.92,6,308,-0.1,-1.79
AKB48,ハロウィン・ナイト,https://open.spotify.com/track/2oWYapsrOBVU1Mnyo9efUv,97,100,70.43,29.59,14,986,-1.09,-0.23
米津玄師,アンビリーバーズ,https://open.spotify.com/track/1anEvdodVHHpDXiq2bwuau,96,96,54.2,33.24,5,271,-0.23,-1.53
