Artist,Track,URL,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
サカナクション,僕と花,https://open.spotify.com/track/1w6iBuEc0eVjpnCnL2vm41,98,98,66.62,27.37,13,866,-0.7,-0.87
SEKAI NO OWARI,眠り姫,https://open.spotify.com/track/0GTz1mytQUBlGaSF7s4Rdz,96,96,62.9,29.17,10,629,0.04,-1.93
家入レオ,Shine,https://open.spotify.com/track/1KT1etmlEs7zL37ngB0Z0U,93,99,55.41,35.74,17,942,-0.27,-1.57
back number,日曜日,https://open.spotify.com/track/7a0rnqKRdCSHqqfx5Nfp6V,92,92,69.67,20.11,3,209,0.26,-2.33
ゆず,with you,https://open.spotify.com/track/6sgoXBSAUOVHmY4Of2dhkb,90,98,61.44,26.94,9,553,-0.4,-0.82
上間綾乃,声なき命,https://open.spotify.com/track/2I2UXle8EoCRyITKrd9Ivb,88,89,50.62,35.29,8,405,-0.1,-1.96
西野カナ,私たち,https://open.spotify.com/track/4ZGI27l5Vs1zrrrEZIWxZa,85,94,71.0,21.86,4,284,0.02,-2.34
EXILE,ALL NIGHT LONG,https://open.spotify.com/track/7xdwUyl21prW7Xr8Msd6Hn,81,99,71.89,28.41,9,647,-1.23,0.23
SKE48,アイシテラブル!,https://open.spotify.com/track/0SPf17oF6rAZxkflwRmqHp,76,100,62.5,31.18,6,375,0.01,-2.02
小南泰葉,嘘憑きとサルヴァドール,https://open.spotify.com/track/3oXhATWlwaBcQOvVnyUtjG,75,75,48.25,18.01,4,193,0.71,-1.71
桑田佳祐,100万年の幸せ!!,https://open.spotify.com/track/0xSURLXuMZHOFXW4CVp60c,71,93,54.67,32.75,6,328,-0.03,-2.04
NICO Touches the Walls,夏の大三角形,https://open.spotify.com/track/1h43DIgDzFQstX553JYnXV,70,92,56.2,34.55,5,281,-0.34,-1.89
T-ARA,Lovey-Dovey,https://open.spotify.com/track/5mt7uyhBxTYL5gxa8nLRQj,69,90,74.0,14.18,3,222,0.31,-2.33
GLAY,Bible,https://open.spotify.com/track/5cEYPA3D2X7vZmtiahsbYV,68,95,48.25,40.35,4,193,0.1,-2.24
嵐,Face Down,https://open.spotify.com/track/4f7YxnNIp3eGNUNIie9nKc,67,100,72.83,28.69,6,437,-0.51,-1.46
斉藤和義,月光,https://open.spotify.com/track/3kRMCZnUeNTzyArxAdWgdN,65,98,68.88,20.0,8,551,0.04,-1.44
Rake,素晴らしき世界,https://open.spotify.com/track/25AHpPlIseEqrWZL9NcQE1,59,79,38.78,27.28,9,349,0.06,-1.67
木村カエラ,マミレル,https://open.spotify.com/track/4b7iNXufeMJOqfrB3ISTYl,56,95,60.56,29.31,9,545,-0.63,-1.12
フジファブリック,徒然モノクローム,https://open.spotify.com/track/5JeHputbykhVrtwbPQXMgg,55,87,54.0,33.51,3,162,-0.03,-2.33
Crystal Kay,Forever,https://open.spotify.com/track/2fL8BVIollqbRFUJcLPx6C,50,95,51.57,33.08,7,361,-0.06,-1.8
DREAMS COME TRUE,MY TIME TO SHINE,https://open.spotify.com/track/3Wp8PGuUcR12JN21bO88KP,49,94,65.4,15.06,10,654,0.5,-1.09
JUJU,ただいま,https://open.spotify.com/track/52ypN58CxtiGob2LmhzQt4,46,95,52.0,33.47,8,416,-0.1,-1.93
NMB48,ナギイチ,https://open.spotify.com/track/4ZponlPKm6hfzFJYh6QnvV,44,99,79.5,24.31,4,318,-0.63,-1.75
さかいゆう,君と僕の挽歌,https://open.spotify.com/track/63cpjjGQdOzJJ98KtaQRA5,41,82,53.83,23.17,6,323,-0.01,-2.05
きゃりーぱみゅぱみゅ,CANDY CANDY,https://open.spotify.com/track/4r53usGeVPzb1fKUUSxN1w,40,99,54.47,26.66,15,817,-0.08,-1.03
ジャンクフジヤマ,あの空の向こうがわへ,https://open.spotify.com/track/1LMuJryebLMtKK0bPYKdED,37,97,56.42,34.51,12,677,-0.28,-1.69
椎名林檎,自由へ道連れ,https://open.spotify.com/track/03EIiiEZzi2V5ouBZNfwPn,35,96,46.33,34.51,9,417,0.0,-1.73
たむらぱん,new world,https://open.spotify.com/track/0UBbStfUkM26HgySpPXnEF,34,82,55.0,24.56,3,165,0.23,-2.33
嵐,Your Eyes,https://open.spotify.com/track/06tS8DJvpQPGW9MBpbnuaL,33,100,63.17,36.55,6,379,-0.3,-1.79
aiko,くちびる,https://open.spotify.com/track/6EHse8ztE134s1dNFg8J1q,25,91,41.6,27.59,10,416,0.64,-1.28
ケツメイシ,LOVE LOVE Summer,https://open.spotify.com/track/63SfqdBlmahv0zcLGL4feN,24,100,59.0,31.01,12,708,-0.23,-1.65
ユニコーン,Feel So Moon,https://open.spotify.com/track/1TRDWmi5cqyKPdnPDiTkYQ,22,87,45.25,34.67,4,181,0.16,-2.2
阿部真央,世界はまだ君を知らない,https://open.spotify.com/track/4to4MiS7O6X2YA9rH7anQU,21,90,54.0,24.54,6,324,0.09,-1.59
シシド・カフカ,デイドリームライダー,https://open.spotify.com/track/1l5nVs48wachKQIkPk3gaC,16,86,34.6,29.1,5,173,1.01,-1.0
長渕剛,僕と歩こうよ,https://open.spotify.com/track/4RiYPAxEygWlqiggU03m9j,3,32,13.67,15.95,3,41,0.37,-2.33
Fairies,Beat Generation,https://open.spotify.com/track/0MNJJOGJMjaOcAGWard20O,98,98,73.2,16.44,5,366,0.46,-1.73
福山雅治,生きてる生きてく,https://open.spotify.com/track/6TT5cVq9gtm9Fxm1jm3RSj,97,100,73.6,29.3,10,736,-1.16,0.2
桑田佳祐,幸せのラストダンス,https://open.spotify.com/track/3c8p1S9xC6TWLSFSfqD29w,95,95,67.6,27.9,5,338,-0.09,-2.18
Perfume,Spring of Life,https://open.spotify.com/track/0zWuIu9wDk1lpSbK8yFZmv,94,100,57.0,40.31,11,627,-0.25,-1.9
MAN WITH A MISSION,distance,https://open.spotify.com/track/0LghaDkNWnbHgYWEHgJ7SY,93,93,63.25,31.52,4,253,-0.11,-2.28
ねごと,sharp ♯,https://open.spotify.com/track/5GvQzJ462BgEdnZvUdhclb,90,90,35.5,32.13,6,213,0.64,-1.38
ナオト・インティライミ,愛してた,https://open.spotify.com/track/55uQmkY0hovL7viBUJMxXl,87,97,61.86,34.1,7,433,-0.56,-1.37
水森かおり,ひとり長良川,https://open.spotify.com/track/5UTT5n4a0ZUb8MC5npsJlw,83,83,42.25,33.5,4,169,0.18,-2.2
いきものがかり,ハルウタ,https://open.spotify.com/track/3oicOknczVtpv7ZW6HLQrc,80,98,77.71,20.3,7,544,-0.88,-0.7
UVERworld,7th Trigger,https://open.spotify.com/track/3ALiXA2sdQBuHotnGkEAoV,73,99,65.0,38.63,3,195,-0.2,-2.33
AKB48,GIVE ME FIVE!,https://open.spotify.com/track/2N5AQUkYb09nxNpUkNSC5x,72,100,76.33,22.48,12,916,-0.63,-1.3
シェネル,ストーリー,https://open.spotify.com/track/6Acq3WrZL6Yh5cnt0rWW1E,71,71,54.0,9.7,6,324,0.69,-1.19
Kis-My-Ft2,SHE! HER! HER!,https://open.spotify.com/track/1T1U7hqIHhpcMRPR7N8gZX,70,100,60.6,39.16,5,303,-0.13,-2.2
ORANGE RANGE,Hello Sunshine Hello Future,https://open.spotify.com/track/3bk3mYwYi4SU0JacUCf4sR,69,69,47.0,19.47,3,141,0.31,-2.33
Brand New Vibe,キミへ,https://open.spotify.com/track/4YhCBEsCjRtB2r2fYoz4Xo,66,67,56.0,18.19,3,168,-0.38,-2.33
森山直太朗,フォークは僕に優しく語りかけてくる友達,https://open.spotify.com/track/3DcWn7FNTUAbwoshAl87Xa,65,73,64.33,9.02,3,193,-0.07,-2.33
Heavenstamp,Decadence,https://open.spotify.com/track/7k5fdm8MIFrTouqmQnYOaG,57,76,45.6,22.84,5,228,0.11,-1.98
井手綾香,ヒカリ,https://open.spotify.com/track/58HwwfDa9rxN0rTjcNcqyr,45,91,53.11,32.83,9,478,-0.3,-1.72
曽根由希江,ねぇ、どうして,https://open.spotify.com/track/3t3ORFChzwBexetYlHjnvG,35,85,45.2,23.98,5,226,0.73,-1.34
エミ・マイヤー,オン・ザ・ロード,https://open.spotify.com/track/7om2xBE0zicqTh6mR1AWjZ,29,45,32.0,11.79,3,96,0.24,-2.33
GReeeeN,ミセナイナミダハ、きっといつか,https://open.spotify.com/track/7dXtfhiKAKDVMPzcljRYsm,28,97,69.29,30.75,7,485,-0.53,-1.72
Kalafina,to the beginning,https://open.spotify.com/track/5aZYyAIBmLSXTlez59ZvZ7,11,95,36.4,34.11,5,182,0.88,-1.17
ナオト・インティライミ,君に逢いたかった,https://open.spotify.com/track/5RpNo70DUT8BFhmn1untQs,1,99,44.07,31.73,14,617,0.43,-1.27
NMB48,北川謙二,https://open.spotify.com/track/5gvt35nWHZCAujcRN3ViLj,100,100,67.25,31.32,4,269,-0.14,-2.12
AKB48,UZA,https://open.spotify.com/track/1M6mfqK6StCQ1kZT5N9dyd,99,100,49.91,36.13,11,549,0.16,-1.7
back number,青い春,https://open.spotify.com/track/6vNhHVYheIvcdMGPCbfPbq,97,97,58.64,35.65,11,645,-0.37,-1.79
flumpool,Answer,https://open.spotify.com/track/3zSR3vVmQHLbRiu3lArE42,96,96,43.7,27.62,10,437,0.51,-1.03
西野カナ,Always,https://open.spotify.com/track/1fg2hgAXFNLVynNUpb5s9c,95,95,55.57,26.04,7,389,0.45,-1.81
THE BAWDIES,LEMONADE,https://open.spotify.com/track/2qL55Knx5LzHWBNdTshNFW,79,98,63.83,22.46,6,383,0.18,-1.47
きゃりーぱみゅぱみゅ,ファッションモンスター,https://open.spotify.com/track/0jChFzdDkm7Dlb6jZW7GnN,78,99,65.73,27.98,15,986,-0.76,-0.5
JUJU,ありがとう,https://open.spotify.com/track/14DeZjPYj6WdhiEn4AV5Ho,77,94,58.0,34.83,8,464,-0.38,-1.76
androp,End roll,https://open.spotify.com/track/3lPBd9b73uq6XRIeMJez0E,73,73,48.2,23.0,5,241,0.22,-2.21
ピロカルピン,桃色のキリン,https://open.spotify.com/track/1g5Zkp09L8B2ZWdQ6u2395,69,72,48.6,20.17,5,243,0.26,-2.22
蜜,アセロラ,https://open.spotify.com/track/2HAb3eAdbMpG3VyoPtsaVU,68,68,36.75,27.18,4,147,-0.09,-1.97
いきものがかり,風が吹いている,https://open.spotify.com/track/46ioD2OgRS8CVAA41aml2F,67,98,60.17,26.25,18,1083,-0.16,-1.27
HALLOWEEN JUNKY ORCHESTRA,HALLOWEEN PARTY,https://open.spotify.com/track/3dMrhFvPriJjDC3iuLaBXp,64,98,76.14,18.01,7,533,-0.29,-1.55
Silent Siren,Sweet Pop!,https://open.spotify.com/track/3EQPSae6P5nFDzdvjQ8bBQ,63,90,42.86,27.3,7,300,0.44,-1.28
Mr.Children,常套句,https://open.spotify.com/track/0lmpqurclNIXawxlDXS25h,61,89,58.83,22.95,6,353,0.02,-1.85
三山ひろし,男のうそ,https://open.spotify.com/track/5V2BfajYPXVqZKnIjRTgeI,59,59,28.67,23.23,6,172,0.3,-1.92
石崎ひゅーい,ファンタジックレディオ,https://open.spotify.com/track/57FQNlQGViNVnSMyBceViM,58,70,60.0,7.48,4,240,0.29,-1.88
秦基博,Dear Mr.Tomorrow,https://open.spotify.com/track/4MykynDvEFiGmwMQgI3VtR,56,94,49.6,27.72,5,248,0.59,-1.48
藍井エイル,INNOCENCE,https://open.spotify.com/track/0N63llGavaESfPRIZkDkvL,54,93,67.33,22.23,3,202,0.38,-2.33
Superfly,Force,https://open.spotify.com/track/0f9vLKuvh7wtHo4ROERUAX,52,96,64.36,24.99,11,708,-0.29,-1.06
キリンジ,TREKKING SONG,https://open.spotify.com/track/0vlpEV3PwzXr9qkJ58Zoar,49,49,35.67,22.23,3,107,-0.38,-2.33
加藤ミリヤ,HEART BEAT,https://open.spotify.com/track/1VBusc7LLyQtIp2HOqTv8s,43,93,57.0,28.84,8,456,-0.01,-1.8
LOVE PSYCHEDELICO,Beautiful World,https://open.spotify.com/track/5qvf7ty6mETeX0Jlg3BJbF,36,94,45.33,33.5,6,272,0.13,-1.77
西野カナ,Be Strong,https://open.spotify.com/track/5KFDXxCEfmFR92iP04OdQO,34,68,45.33,19.63,3,136,0.38,-2.33
KARA,エレクトリックボーイ,https://open.spotify.com/track/5noyHRFt2AUgsleRJNQCfV,23,100,63.83,36.33,6,383,-0.41,-1.92
西野カナ,GO FOR IT !!,https://open.spotify.com/track/7vXxYbfD6GBg9XFBjtWbcG,21,95,39.75,29.4,16,636,0.46,-1.18
DREAMS COME TRUE,愛して笑ってうれしくて涙して,https://open.spotify.com/track/7FnNYfmY8uOvtIVJ9gB00f,19,72,39.86,24.46,7,279,0.2,-2.07
星野源,知らない,https://open.spotify.com/track/7rSLSZWOvx67HWeUOBqze8,18,98,49.17,32.55,6,295,0.32,-1.74
シクラメン,100年初恋,https://open.spotify.com/track/4qwtxphQS2GfPiDb6MJJkK,14,85,56.2,29.59,5,281,-0.26,-1.85
ClariS,ルミナス,https://open.spotify.com/track/2imEBsXVoLpYTqkTAfycay,8,96,53.0,39.48,4,212,-0.04,-2.19
堂珍嘉邦,Shout,https://open.spotify.com/track/5j7S1LwwBEh2SEWJmTcp4C,7,68,38.33,30.53,3,115,-0.05,-2.33
森恵,brand new day,https://open.spotify.com/track/4EzR8RvosWNV02lt8rTZHu,1,82,41.67,40.5,3,125,-0.01,-2.33
いきものがかり,いつだって僕らは,https://open.spotify.com/track/634fGMgXpMTACD6PW1QsPY,80,99,64.11,31.57,9,577,-0.45,-1.58
KREVA,ひかり,https://open.spotify.com/track/0sjpmDsXxxeO7F88k0wWSr,71,87,67.0,15.34,4,268,0.31,-2.08
高橋優,卒業,https://open.spotify.com/track/6qWRwhcwxJp8r684pP0FT9,67,98,62.0,25.37,9,558,-0.28,-1.38
絢香,はじまりのとき,https://open.spotify.com/track/3XI5r4smeQGQDUVG5Bs6sV,66,98,67.33,20.83,9,606,0.03,-1.43
家入レオ,サブリナ,https://open.spotify.com/track/6kokaq4Inu2mRIzeUFffIr,64,99,70.4,25.21,15,1056,-0.53,-1.22
ナオト・インティライミ,Message,https://open.spotify.com/track/2GIJcEKvpp2Ria2XR2jdg7,63,72,45.25,30.24,4,181,-0.41,-1.95
奥華子,シンデレラ,https://open.spotify.com/track/3d6zYKYsffGTrWGDfc04AX,56,87,51.83,24.48,6,311,-0.28,-1.0
東京事変,今夜はから騒ぎ,https://open.spotify.com/track/47ghgWkJkpmzK60sG7Tno5,54,97,74.4,21.52,5,372,-0.12,-2.18
長渕剛,ひとつ,https://open.spotify.com/track/1B3iHWfjKldfDuR6SXEmxz,28,100,65.67,23.64,9,591,-0.27,-1.33
奥田民生,拳を天につき上げろ,https://open.spotify.com/track/6c1f4ZRI6XKZerEkYVZ4Ht,21,91,58.0,35.17,3,174,-0.11,-2.33
androp,World.Words.Lights.,https://open.spotify.com/track/4G4tQ0qjQI9a3Jj5IWjvrt,5,79,40.5,31.56,4,162,0.09,-2.04
木村カエラ,Sun shower,https://open.spotify.com/track/6ZooCdZJvqoP6yEVfkoYjm,97,97,81.14,10.48,7,568,-0.08,-1.43
9mm Parabellum Bullet,ハートに火をつけて,https://open.spotify.com/track/3BPqlpIKN8PZbihUsRMO0H,94,94,61.67,39.95,3,185,-0.28,-2.33
bomi,薄目のプリンセス,https://open.spotify.com/track/3a95yyOGpdLAr4xstv7awd,87,87,59.75,25.02,4,239,0.07,-2.35
家入レオ,Bless You,https://open.spotify.com/track/4fllWiKS5QBn1jBMqLEf8d,85,98,75.18,16.62,11,827,-0.13,-1.84
Ms.OOJA,ギブス,https://open.spotify.com/track/3LVMTiOelKOx3vQNwbo0qh,75,90,65.0,30.23,4,260,-0.61,-1.76
槇原敬之,四つ葉のクローバー,https://open.spotify.com/track/2tWSdZuKLnvfIl9igqJ26d,70,70,46.67,21.73,3,140,0.16,-2.33
福山雅治,Beautiful life,https://open.spotify.com/track/4CXoSyQU0S1gdv5f96fWCV,67,100,64.43,35.07,7,451,-0.27,-1.79
クリープハイプ,おやすみ泣き声、さよなら歌姫,https://open.spotify.com/track/0TjUOvMQMfZVE2IsTCr0iw,65,97,70.5,24.28,6,423,-0.22,-1.71
コブクロ,紙飛行機,https://open.spotify.com/track/20Rw0XsLdjJHyp0bFNmKHu,54,99,74.0,17.29,10,740,0.11,-1.81
BEGIN,国道508号線,https://open.spotify.com/track/20s7hIpJzYM2S4PWsLZvrZ,51,51,23.33,23.97,3,70,0.38,-2.33
吉田山田,メリーゴーランド,https://open.spotify.com/track/3w997TfnjKeAG1FjVCR5sL,48,84,60.0,16.97,4,240,0.53,-1.87
家入レオ,Say Goodbye,https://open.spotify.com/track/2zNGDvhNYbarggnOoZ36kh,40,55,40.33,14.5,3,121,0.02,-2.33
ゴスペラーズ,STEP!,https://open.spotify.com/track/1kQ0HlrtxmDN16mODDsWBV,32,92,28.2,37.56,5,141,0.84,-1.25
奥華子,恋,https://open.spotify.com/track/7hpB1JYGeAAgMsLuhxrvEY,30,53,28.33,25.54,3,85,-0.06,-2.33
八代亜紀,フライ・ミー・トゥ・ザ・ムーン,https://open.spotify.com/track/6UweSWUz32aYxscMzJRRp2,26,76,40.25,25.67,4,161,0.47,-1.89
Superfly,輝く月のように,https://open.spotify.com/track/5JXd3XM2cT68cIeuofZQ0I,18,98,59.5,31.21,18,1071,-0.39,-1.37
ケツメイシ,guruguru,https://open.spotify.com/track/0zazbqmnfBoyUVcrDpI7Wz,15,73,41.0,28.08,4,164,0.11,-2.3
佐香智久,君恋カレンダー,https://open.spotify.com/track/2vi6wiswGr6obAPqGInzxg,9,24,18.67,8.39,3,56,-0.38,-2.33
鈴木雅之,十三夜,https://open.spotify.com/track/3k2f2PXMy02HuCsOPBGpTI,5,87,33.33,29.29,6,200,0.83,-0.94
サカナクション,夜の踊り子,https://open.spotify.com/track/6qB3lZIfnDC8TE2245NDtO,3,99,69.11,35.66,9,622,-0.78,-1.19
BUMP OF CHICKEN,firefly,https://open.spotify.com/track/7xQAz9lKgxHGsKTEwciBCI,99,99,69.83,31.49,6,419,-0.49,-1.71
EXILE TRIBE,24karats TRIBE OF GOLD,https://open.spotify.com/track/1Uz305DbsG408fACipUgq7,96,99,81.5,17.88,8,652,-1.05,-0.12
AKB48,ギンガムチェック,https://open.spotify.com/track/6oyl9Ohcd6mc5BEdbwSyDS,95,100,68.5,32.05,10,685,-0.54,-1.39
コブクロ,ココロの羽,https://open.spotify.com/track/1vtJt5AOOtBfyXS93kgHaB,90,97,66.0,40.81,5,330,-0.47,-1.89
cinema staff,奇跡,https://open.spotify.com/track/7Ju9QWeh1EE5ULDR6RLcNN,80,85,73.67,15.5,3,221,-0.34,-2.33
YUI,fight,https://open.spotify.com/track/3cBh83WVxRlRKnHvvdIiTn,79,94,60.0,31.42,4,240,0.05,-2.33
チャットモンチー,コンビニエンスハネムーン,https://open.spotify.com/track/3QJAMFNcTah1HkCOXnRPh3,78,78,33.75,37.18,4,135,0.16,-2.25
miwa,ヒカリヘ,https://open.spotify.com/track/0ZGSqq2w7og9UQyWYBXLSq,75,97,49.32,29.15,25,1233,-0.06,-1.44
桃黒亭一門,ニッポン笑顔百景,https://open.spotify.com/track/7HvLwBlGXvaWJZpg1IqwbS,73,93,42.4,39.1,5,212,0.22,-2.06
ダニエル・パウター,恋のキューピッド,https://open.spotify.com/track/3k9i0IooLWNcwsG1EQ8XoI,72,89,60.5,25.59,4,242,-0.07,-2.1
吉井和哉,点描のしくみ,https://open.spotify.com/track/7FKWBlxo2Kqwn950VnA7Xp,71,87,65.75,23.6,4,263,-0.54,-1.79
シシド・カフカ,愛する覚悟,https://open.spotify.com/track/4zfxzVgJRNCD19OKHAYq38,69,94,64.8,29.41,5,324,-0.62,-1.39
近藤晃央,フルール,https://open.spotify.com/track/5ArQOb0GAZhclpDFYwgoFc,65,86,56.33,29.67,6,338,-0.37,-1.77
Dancing Dolls,タッチ-A.S.A.P.-,https://open.spotify.com/track/0qvHWcnjCsSb4LssSfYzED,64,64,42.75,19.55,4,171,-0.11,-2.09
YUKI,わたしの願い事,https://open.spotify.com/track/67nPCNfx7FX3JNPgA4zh9K,63,89,70.4,11.37,5,352,0.67,-1.39
ASIAN KUNG-FU GENERATION,それでは、また明日,https://open.spotify.com/track/1hKo3EDxp9jpf9wlXOQiOA,61,89,47.33,29.1,6,284,0.09,-1.78
KREVA,Na Na Na,https://open.spotify.com/track/7qzRUwNL6iwXOZGyMkMmRj,60,92,56.0,38.16,3,168,-0.1,-2.33
シェネル,ビリーヴ,https://open.spotify.com/track/3fE6DxExpJwYIwsQxQSVnM,57,96,62.61,29.64,18,1127,-0.73,-0.85
斉藤和義,ひまわりの夢,https://open.spotify.com/track/5O6mstp9r110LnnbWDlLi1,56,56,44.75,16.76,4,179,-0.68,-1.74
SPYAIR,Naked,https://open.spotify.com/track/5Nlre0NP8loKSz9uHA8YZX,45,79,59.33,17.62,3,178,0.28,-2.33
SKE48,キスだって左利き,https://open.spotify.com/track/14QVE1G5m9bXhPa7p2usLd,42,100,52.29,37.32,7,366,0.1,-1.83
UVERworld,THE OVER,https://open.spotify.com/track/0nrDopi0dvGmx0EdyWoDsv,41,98,54.25,40.84,4,217,-0.14,-2.08
ナオト・インティライミ,ナイテタッテ,https://open.spotify.com/track/6xPp6bSKiena2MCQfaMOtZ,38,94,63.67,35.1,6,382,-0.7,-1.43
Mr.Children,hypnosis,https://open.spotify.com/track/6E2JAyC0mGoR1cmm5bqDuA,32,77,54.0,23.79,4,216,0.01,-2.42
The SALOVERS,チンギスハンとヘップバーン,https://open.spotify.com/track/3M7Q5GSxOY5rIA8TaI45Ue,28,34,25.0,10.39,4,100,-0.58,-1.77
FUNKY MONKEY BABYS,LIFE IS A PARTY,https://open.spotify.com/track/6C3xqHA83wnashsHFtT0cs,27,88,59.0,25.35,6,354,-0.01,-2.06
moumoon,儚火,https://open.spotify.com/track/2vBOco2uGWTv4Nxxwozqkj,25,86,58.5,26.84,4,234,-0.19,-2.09
ポルノグラフィティ,カゲボウシ,https://open.spotify.com/track/34aBkXeqCTB7QslpxP8XdM,24,92,52.67,35.23,3,158,0.28,-2.33
中島美嘉,明日世界が終わるなら,https://open.spotify.com/track/3LgWsrESNiWcIICqDiFMij,22,81,40.0,35.59,3,120,0.38,-2.33
Kis-My-Ft2,WANNA BEEEE!!!,https://open.spotify.com/track/4NATlnmkyDjE1Eabrup1WA,16,100,56.83,37.0,6,341,0.03,-2.11
ACE OF SPADES,WILD TRIBE,https://open.spotify.com/track/5IHL7N7SBAHva433X3BSUu,11,96,55.4,33.92,5,277,-0.07,-1.93
オフコース,秋の気配,https://open.spotify.com/track/04BrR9FJwZmoQKcVHDSvob,9,39,28.67,17.04,3,86,-0.38,-2.33
SHINee,Dazzling Girl,https://open.spotify.com/track/14epSABfm9jbAFtrq7CsSV,99,99,63.67,47.25,3,191,-0.33,-2.33
少女時代,Oh!,https://open.spotify.com/track/6VOG2ROMCklbn6SSg9mA9H,85,100,81.5,23.81,4,326,-0.61,-1.79
hitomi,↑↓,https://open.spotify.com/track/7CeoPJKQLCi2aQI7tBKoWi,83,83,56.0,23.64,3,168,0.35,-2.33
小野恵令奈,えれにゃん,https://open.spotify.com/track/2I0rl3JxyeRjoiEfQoPubf,72,93,62.67,35.92,3,188,-0.24,-2.33
CLIFF EDGE,誓い,https://open.spotify.com/track/5RFNo10CihJ6WA66PKt0jW,38,49,36.67,13.05,3,110,-0.1,-2.33
Hey!Say!JUMP,SUPER DELICATE,https://open.spotify.com/track/6XR7xmFd5JAJhTXWaE2kVi,100,100,81.0,24.02,3,243,-0.3,-2.33
安田奈央,真夜中のひだまり,https://open.spotify.com/track/7snHGYQFrFWQBxJIJTfB0s,94,94,80.83,13.88,6,485,-0.33,-1.96
SCANDAL,HARUKAZE,https://open.spotify.com/track/1GSPV6AYG8NrtpgqhWx893,91,91,50.67,36.2,3,152,0.27,-2.33
FUNKY MONKEY BABYS,この世界に生まれたわけ,https://open.spotify.com/track/3nKYr5dzYye6Imv7ZIbm0u,87,97,55.57,31.57,7,389,-0.02,-1.74
AI,INDEPENDENT WOMAN,https://open.spotify.com/track/5K7rxPt9kK17qs5W9laGxU,85,85,52.0,30.12,3,156,0.22,-2.33
Aqua Timez,MASK,https://open.spotify.com/track/3YZjXndB9qLFFGlBbEJXO1,82,82,48.8,27.96,5,244,-0.37,-1.5
THE BAWDIES,ROCK ME BABY,https://open.spotify.com/track/4tEkbMXIaUUOqq45lInqkZ,81,95,63.0,27.26,11,693,-0.72,-0.92
いきものがかり,KISS KISS BANG BANG,https://open.spotify.com/track/6X0jP7E6j8V85FEmKibIkn,75,92,59.33,25.13,6,356,-0.03,-1.9
T-ARA,Roly-Poly,https://open.spotify.com/track/2dCYxIY1IrPXn30EawLI7W,73,96,71.4,18.28,5,357,0.08,-1.84
V6,バリバリBUDDY!,https://open.spotify.com/track/5BQC0GhQhRWGI9HYdEYjBy,71,98,62.67,40.15,3,188,-0.2,-2.33
BONNIE PINK,冷たい雨,https://open.spotify.com/track/5AAT1Xo1OzgIQZwmV1syOs,66,94,55.8,27.15,10,558,-0.27,-0.75
ダイスケ,あなたにしかできないこと,https://open.spotify.com/track/0rnfb631QLrDrGaUQAhVQd,63,83,55.75,24.97,4,223,-0.23,-1.9
氷川きよし,櫻,https://open.spotify.com/track/4Kr44a1v9I882afXXurwvs,58,97,70.75,18.63,4,283,0.52,-1.88
FLiP,ワンダーランド,https://open.spotify.com/track/739A7mfu5MU35xPYhwmyUq,54,85,53.8,27.8,5,269,-0.41,-1.54
SKE48,片想いFinally,https://open.spotify.com/track/6oMiXNscelzq5QHgLjpUQi,53,100,72.83,28.77,6,437,-0.57,-1.47
NMB48,純情U-19,https://open.spotify.com/track/4hKQRuNO9Wne8ZSTH0pgQO,52,100,62.75,40.08,4,251,-0.28,-2.08
星野源,フィルム,https://open.spotify.com/track/7zixzfko6GIUYjD9NtRUOR,51,96,56.57,26.92,7,396,0.34,-1.82
ポルノグラフィティ,2012Spark,https://open.spotify.com/track/4oWWF5b0gQal6lYiui9ysk,43,98,55.33,28.97,6,332,0.42,-1.78
スピッツ,タイム・トラベル,https://open.spotify.com/track/3cahwwZWdGVs6CerOvgsoc,38,90,50.4,32.21,5,252,0.02,-1.92
Rake,フタリヒトツ,https://open.spotify.com/track/4UA5r1FPiY5dd5rgpSGTyu,35,91,42.0,31.43,7,294,0.27,-1.61
秦基博,エンドロール,https://open.spotify.com/track/3uir4rd3SzIeXhcWJqlZ2a,31,93,53.29,26.71,7,373,0.2,-1.72
DREAMS COME TRUE,愛がたどりつく場所,https://open.spotify.com/track/4JM9yLjmD9uua9jSeoh9Yg,22,96,69.2,29.46,5,346,-0.63,-1.52
藤巻亮太,光をあつめて,https://open.spotify.com/track/3Nij304tPD3OBs9vSwxDzB,10,77,29.75,31.64,4,119,0.73,-1.7
BUMP OF CHICKEN,グッドラック,https://open.spotify.com/track/0sOM83CqnVIi8zQ9ba1L6z,9,100,65.5,38.31,6,393,-0.4,-1.86
小野恵令奈,えれぴょん,https://open.spotify.com/track/1l1fwuO1648iUnYS63FjN7,98,98,70.5,35.12,4,282,-0.65,-1.74
湘南乃風,炎天夏,https://open.spotify.com/track/30yMrzZpUaQuGmSjIklhQy,91,94,71.0,22.57,5,355,-0.23,-1.85
柴咲コウ,ANOTHER:WORLD,https://open.spotify.com/track/2dlU2vIyOARvoe7OJ5q8Dv,82,82,50.67,34.93,3,152,-0.18,-2.33
指田郁也,花になれ,https://open.spotify.com/track/3FbFPOuQqpUM6BMBVLvCRG,78,87,45.6,35.93,5,228,0.07,-2.09
KREVA,OH YEAH,https://open.spotify.com/track/7eYuh8swbweqfTZEIHUyhr,67,98,51.5,37.97,6,309,-0.08,-1.94
